age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,admin.,married,primary,no,-1118,no,no,cellular,5,apr,260,2,-1,0,failure,no
43,blue-collar,divorced,primary,no,2933,yes,yes,cellular,4,nov,199,1,-1,0,unknown,no
30,unemployed,married,secondary,no,1030,no,no,unknown,12,jun,123,5,-1,0,unknown,no
26,retired,married,tertiary,no,2815,no,no,cellular,19,jan,592,1,-1,1,failure,no
36,technician,married,secondary,no,433,yes,no,cellular,28,nov,474,1,200,1,other,no
40,management,single,tertiary,no,1813,yes,no,unknown,4,mar,6,2,-1,2,unknown,no
52,technician,married,secondary,no,135,yes,no,telephone,11,may,262,2,-1,0,unknown,yes
51,blue-collar,divorced,tertiary,no,1553,no,no,unknown,2,mar,329,2,114,2,unknown,no
43,technician,divorced,secondary,no,1066,no,no,unknown,31,oct,406,5,-1,0,unknown,no
54,technician,single,tertiary,no,229,no,yes,cellular,23,jul,207,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,-1499,yes,no,cellular,31,mar,66,1,-1,3,success,no
52,entrepreneur,married,tertiary,no,3478,no,no,cellular,29,jul,10,1,-1,1,unknown,no
32,self-employed,single,tertiary,no,964,no,no,cellular,5,may,117,3,-1,0,unknown,no
54,technician,married,secondary,no,233,yes,no,telephone,13,jun,3,1,-1,0,unknown,no
40,unemployed,married,tertiary,no,1025,yes,no,cellular,19,may,86,1,-1,0,unknown,no
19,retired,married,primary,no,2963,yes,no,unknown,20,oct,0,5,-1,0,unknown,no
49,services,divorced,secondary,no,1580,yes,yes,unknown,28,sep,215,2,-1,0,unknown,no
49,technician,single,secondary,no,976,no,no,cellular,21,feb,255,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1000,no,no,cellular,6,may,444,1,-1,1,unknown,no
36,technician,single,secondary,no,3023,no,no,cellular,31,apr,1405,1,-1,1,unknown,yes
39,blue-collar,single,secondary,no,936,yes,no,unknown,10,jan,53,5,-1,0,other,no
19,self-employed,single,secondary,no,317,no,no,cellular,15,feb,20,1,-1,2,unknown,no
18,unknown,married,secondary,no,1853,no,yes,cellular,12,mar,217,4,-1,0,success,yes
55,management,divorced,secondary,no,102,yes,no,unknown,20,may,32,1,725,0,unknown,no
31,admin.,single,secondary,no,987,no,no,cellular,3,oct,398,2,-1,0,failure,no
61,technician,single,tertiary,no,79,no,no,unknown,25,nov,125,4,-1,0,unknown,no
56,self-employed,married,tertiary,no,1256,no,yes,unknown,21,nov,55,4,-1,0,unknown,no
58,admin.,single,secondary,no,1295,yes,no,cellular,29,sep,34,1,-1,0,unknown,no
33,admin.,single,secondary,no,3119,no,no,cellular,18,dec,12,5,-1,0,unknown,no
23,blue-collar,married,primary,no,-571,no,no,telephone,8,jul,189,3,-1,0,unknown,no
29,blue-collar,married,tertiary,no,459,yes,yes,cellular,1,aug,459,1,-1,0,unknown,no
36,services,single,tertiary,no,1067,yes,yes,cellular,23,dec,304,1,-1,0,unknown,no
18,self-employed,single,tertiary,no,2599,no,no,cellular,20,feb,102,9,-1,0,unknown,no
35,technician,married,tertiary,no,-403,no,no,cellular,27,jul,364,1,-1,0,unknown,no
38,management,married,secondary,no,1306,yes,no,cellular,27,apr,240,1,-1,1,unknown,no
26,blue-collar,single,secondary,no,773,no,no,cellular,26,may,152,5,-1,0,unknown,no
29,admin.,married,secondary,no,723,no,yes,cellular,27,may,103,5,-1,0,failure,no
38,admin.,married,primary,no,1916,yes,no,cellular,11,dec,252,2,-1,1,unknown,no
44,unknown,divorced,secondary,no,-1021,no,no,cellular,18,sep,458,2,745,1,unknown,no
31,blue-collar,married,tertiary,no,236,yes,yes,cellular,24,dec,69,1,-1,1,failure,no
44,management,married,tertiary,no,1158,yes,yes,telephone,6,apr,311,5,-1,0,unknown,no
42,technician,single,secondary,no,602,no,yes,cellular,14,jun,160,4,36,0,unknown,no
41,unknown,single,tertiary,no,393,yes,no,unknown,30,dec,536,3,-1,4,unknown,no
33,blue-collar,single,secondary,no,312,yes,no,cellular,22,aug,175,1,-1,0,failure,no
26,blue-collar,married,secondary,no,269,yes,yes,cellular,10,dec,8,2,-1,0,unknown,no
59,blue-collar,married,primary,no,389,yes,yes,cellular,18,mar,50,3,-1,0,unknown,no
47,blue-collar,single,primary,no,-815,yes,no,cellular,20,oct,392,2,-1,0,unknown,no
52,management,single,secondary,no,872,yes,yes,cellular,31,may,395,2,-1,0,unknown,no
40,services,married,secondary,no,775,no,yes,cellular,21,nov,873,7,-1,3,unknown,no
39,services,single,secondary,no,3335,no,no,unknown,21,aug,105,2,-1,0,unknown,no
46,blue-collar,single,tertiary,no,2473,no,yes,unknown,23,sep,156,14,-1,0,unknown,no
20,services,single,secondary,no,2467,yes,no,cellular,19,sep,223,6,704,0,unknown,no
28,admin.,single,tertiary,no,404,yes,no,cellular,12,jan,49,3,-1,2,unknown,no
32,technician,single,secondary,no,730,no,no,unknown,4,jul,537,1,-1,0,unknown,no
35,technician,married,secondary,no,401,yes,no,cellular,1,sep,327,1,-1,2,other,no
31,retired,married,secondary,no,1907,yes,yes,unknown,3,apr,136,4,520,0,unknown,no
44,blue-collar,married,tertiary,no,3127,no,no,telephone,27,sep,88,1,-1,0,unknown,no
41,unknown,married,secondary,no,1166,no,no,cellular,22,jul,690,1,-1,0,unknown,no
56,technician,single,primary,no,3049,no,no,unknown,31,nov,208,2,-1,0,unknown,no
68,admin.,married,secondary,no,3474,no,no,cellular,28,mar,321,1,776,0,unknown,no
27,management,single,tertiary,no,1667,no,no,cellular,6,jun,185,1,-1,0,failure,yes
42,admin.,married,primary,no,779,no,no,cellular,13,oct,3,4,-1,0,unknown,yes
42,blue-collar,married,secondary,no,4200,yes,no,cellular,2,oct,223,2,-1,1,unknown,no
40,admin.,married,tertiary,no,378,yes,no,unknown,6,dec,1,4,-1,1,unknown,no
29,services,married,secondary,no,497,no,yes,cellular,5,oct,208,2,-1,0,unknown,no
30,blue-collar,married,tertiary,no,-2708,no,no,cellular,15,aug,87,3,-1,0,unknown,no
43,blue-collar,married,tertiary,no,831,yes,no,cellular,9,jan,481,2,-1,2,unknown,no
30,admin.,single,secondary,no,327,yes,no,unknown,16,aug,352,2,-1,0,failure,no
42,admin.,married,secondary,no,763,no,yes,cellular,4,apr,202,1,722,0,unknown,yes
38,technician,single,unknown,no,189,yes,no,unknown,11,oct,240,2,666,1,unknown,no
42,services,single,secondary,no,-319,yes,no,cellular,13,mar,128,1,-1,0,unknown,no
30,management,married,secondary,no,953,yes,no,unknown,12,jul,148,1,824,1,unknown,no
42,admin.,married,tertiary,no,964,no,no,unknown,8,jun,1414,2,788,0,unknown,no
31,technician,married,secondary,no,-1199,yes,no,cellular,6,feb,298,2,-1,0,success,no
42,unknown,married,secondary,no,928,yes,no,cellular,14,oct,46,3,-1,0,unknown,no
55,management,married,secondary,no,735,yes,no,cellular,20,jul,17,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,189,yes,no,cellular,1,oct,334,3,859,1,failure,no
44,services,single,tertiary,no,3181,no,no,cellular,1,apr,447,4,-1,0,unknown,no
49,admin.,divorced,unknown,no,290,yes,no,telephone,17,nov,368,4,-1,0,unknown,no
25,blue-collar,married,secondary,no,-579,no,no,unknown,10,mar,80,1,101,0,unknown,no
59,management,divorced,tertiary,no,-1012,no,yes,telephone,9,dec,35,1,-1,0,unknown,no
29,blue-collar,married,tertiary,no,585,yes,no,cellular,13,nov,201,10,-1,1,unknown,no
50,unknown,married,primary,no,4026,no,no,cellular,20,feb,5,10,-1,1,unknown,no
49,technician,divorced,secondary,no,4527,no,no,cellular,7,oct,63,1,-1,0,unknown,yes
31,blue-collar,married,tertiary,no,-2572,yes,no,unknown,13,jun,196,6,336,0,failure,no
52,unknown,married,primary,no,1362,yes,no,unknown,10,oct,756,1,-1,0,unknown,no
46,housemaid,married,secondary,yes,877,yes,no,cellular,15,jan,63,3,-1,0,unknown,no
61,retired,divorced,secondary,no,1836,no,no,unknown,16,apr,328,1,-1,2,failure,no
43,retired,married,primary,no,-1341,no,no,cellular,1,aug,1010,4,-1,0,failure,yes
39,services,married,primary,no,-237,yes,no,cellular,23,apr,95,1,216,0,failure,no
35,blue-collar,married,secondary,no,473,yes,no,unknown,19,aug,89,1,-1,3,unknown,no
21,unknown,single,secondary,no,1620,no,no,cellular,6,jan,144,1,-1,3,unknown,no
37,blue-collar,divorced,secondary,no,1641,yes,yes,cellular,19,nov,188,3,-1,0,unknown,no
37,services,single,tertiary,no,1534,no,no,unknown,7,jul,418,4,-1,1,success,yes
43,technician,married,secondary,no,13,no,no,cellular,16,oct,163,1,-1,1,other,no
25,technician,married,tertiary,no,-196,yes,no,unknown,5,feb,214,3,-1,1,unknown,no
38,management,divorced,secondary,no,557,yes,no,unknown,22,nov,326,6,-1,0,unknown,no
47,student,single,tertiary,no,127,yes,no,unknown,28,aug,64,1,29,0,unknown,no
48,admin.,single,secondary,no,164,no,yes,cellular,3,nov,280,2,-1,0,unknown,no
20,technician,married,secondary,no,406,yes,no,cellular,14,dec,178,4,-1,0,unknown,yes
48,technician,divorced,secondary,no,3311,yes,no,cellular,6,aug,96,7,-1,0,unknown,no
38,management,married,secondary,yes,3139,yes,no,cellular,25,nov,18,3,-1,0,failure,no
38,blue-collar,single,secondary,no,7544,yes,no,cellular,18,sep,0,1,-1,0,unknown,no
18,management,married,secondary,no,5889,yes,no,cellular,16,jun,308,1,-1,0,unknown,no
57,admin.,divorced,secondary,no,1449,yes,no,cellular,11,jul,339,2,-1,2,unknown,no
42,services,married,primary,no,727,no,no,telephone,5,apr,64,1,-1,1,failure,no
24,unemployed,single,secondary,no,2175,yes,no,cellular,15,jul,78,1,-1,0,unknown,no
45,services,divorced,tertiary,no,-1824,yes,yes,unknown,25,jul,80,5,-1,2,unknown,no
44,self-employed,married,secondary,no,4338,no,no,cellular,7,sep,504,9,-1,0,unknown,no
54,unknown,married,secondary,no,562,no,yes,cellular,26,apr,139,3,-1,3,unknown,no
37,retired,divorced,primary,no,4699,no,no,cellular,12,aug,931,5,-1,2,unknown,yes
41,entrepreneur,married,secondary,no,1092,yes,yes,cellular,15,may,74,1,-1,0,unknown,yes
33,services,single,tertiary,no,45,no,no,cellular,29,apr,168,4,-1,0,unknown,no
47,management,married,secondary,no,1429,yes,no,cellular,30,oct,2,3,-1,0,success,no
32,unknown,married,secondary,no,839,no,no,unknown,13,nov,41,1,-1,0,unknown,no
31,technician,single,secondary,no,1312,yes,no,unknown,31,sep,206,1,-1,0,unknown,no
40,unknown,married,primary,no,2531,yes,no,cellular,8,may,199,1,-1,0,unknown,no
27,admin.,married,secondary,no,510,yes,no,unknown,4,nov,235,3,154,0,unknown,no
58,blue-collar,divorced,secondary,no,4869,no,no,cellular,20,nov,126,2,-1,0,unknown,no
62,services,married,secondary,no,437,yes,no,cellular,23,may,338,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,1692,no,no,cellular,17,jul,393,1,-1,1,unknown,no
25,services,married,secondary,no,477,no,yes,cellular,5,sep,10,1,531,0,unknown,no
44,student,married,secondary,no,-137,no,yes,unknown,10,jun,97,1,-1,0,failure,no
35,services,divorced,tertiary,no,62,no,yes,cellular,27,sep,21,1,-1,1,unknown,no
53,management,divorced,secondary,no,203,yes,no,cellular,15,oct,236,1,-1,0,unknown,no
32,services,married,secondary,no,-1919,no,no,cellular,5,sep,86,1,-1,0,unknown,no
46,technician,married,tertiary,no,2789,no,no,unknown,25,jul,103,2,-1,1,unknown,no
42,services,divorced,tertiary,no,1039,yes,no,cellular,24,jan,95,8,-1,0,unknown,no
33,technician,married,secondary,no,2740,yes,no,unknown,25,jul,11,3,-1,2,unknown,no
43,unknown,married,secondary,no,298,no,yes,unknown,15,dec,195,4,-1,0,unknown,no
50,admin.,married,secondary,no,490,yes,no,unknown,26,nov,155,7,-1,0,unknown,no
41,unemployed,single,secondary,no,688,yes,no,cellular,29,mar,353,4,-1,1,unknown,no
42,blue-collar,divorced,tertiary,no,2823,no,no,cellular,30,sep,199,1,-1,0,unknown,no
31,retired,single,tertiary,no,3361,no,yes,unknown,13,apr,73,3,-1,0,unknown,no
53,unknown,divorced,tertiary,no,524,no,no,unknown,18,mar,448,3,-1,0,unknown,yes
52,services,married,secondary,no,11084,no,no,unknown,3,may,48,3,-1,0,failure,no
36,admin.,single,secondary,no,215,no,yes,unknown,24,mar,606,5,-1,1,unknown,yes
39,management,single,primary,no,-2729,no,no,cellular,4,dec,266,3,-1,0,unknown,no
56,technician,divorced,primary,no,879,yes,no,cellular,15,sep,247,2,-1,0,unknown,no
28,management,married,primary,no,6233,yes,no,cellular,28,nov,507,3,555,0,unknown,no
47,technician,married,tertiary,no,5101,no,yes,cellular,6,jul,220,1,-1,1,unknown,yes
34,technician,married,secondary,no,708,yes,no,cellular,7,jul,957,1,-1,0,unknown,no
60,unemployed,married,secondary,no,-861,yes,no,unknown,27,aug,951,2,58,0,unknown,no
41,blue-collar,single,secondary,no,1829,yes,no,cellular,6,sep,345,3,-1,1,unknown,no
54,management,married,tertiary,no,-2328,yes,no,unknown,17,jan,408,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,1575,no,no,cellular,21,sep,230,1,-1,0,unknown,no
27,retired,married,primary,no,274,yes,no,cellular,8,feb,143,1,-1,0,unknown,no
38,admin.,single,secondary,no,-1635,yes,no,cellular,21,may,399,5,298,0,unknown,no
43,blue-collar,married,secondary,no,692,yes,yes,cellular,1,aug,62,1,619,1,unknown,no
35,unknown,single,tertiary,no,297,no,no,unknown,1,sep,43,2,-1,0,unknown,no
49,self-employed,single,primary,no,233,no,no,unknown,10,aug,168,2,237,0,failure,no
38,blue-collar,divorced,tertiary,no,462,no,yes,cellular,7,feb,305,1,-1,0,failure,no
18,management,single,secondary,no,195,yes,no,cellular,27,may,70,4,-1,0,unknown,yes
47,services,divorced,secondary,no,380,yes,no,cellular,26,dec,415,1,-1,0,unknown,no
31,self-employed,married,primary,no,442,no,no,telephone,6,mar,1161,2,-1,1,failure,no
37,management,married,tertiary,no,802,yes,no,cellular,28,aug,95,1,-1,0,unknown,no
58,services,married,unknown,no,-497,no,no,cellular,19,aug,93,1,-1,1,unknown,no
60,blue-collar,married,secondary,no,1698,yes,no,cellular,15,apr,352,7,-1,0,success,no
34,management,married,unknown,no,4297,yes,yes,cellular,26,aug,82,4,-1,1,unknown,no
47,technician,single,tertiary,no,-5591,yes,no,telephone,14,apr,174,1,532,0,unknown,no
34,retired,married,tertiary,no,-301,yes,no,unknown,30,nov,237,1,-1,0,failure,no
37,unemployed,single,secondary,no,738,yes,no,cellular,26,mar,14,1,540,0,unknown,no
34,management,single,primary,no,90,yes,no,cellular,29,apr,265,2,-1,0,unknown,no
22,blue-collar,married,tertiary,no,3308,yes,no,cellular,21,nov,1070,2,-1,0,unknown,no
42,admin.,single,tertiary,no,1771,yes,no,cellular,24,nov,88,8,-1,0,unknown,no
44,management,married,secondary,no,-63,yes,no,cellular,7,aug,390,1,-1,0,unknown,no
33,management,married,tertiary,yes,437,yes,no,unknown,7,feb,736,3,-1,1,unknown,no
52,blue-collar,married,tertiary,no,64,yes,no,cellular,31,jan,63,2,-1,0,other,no
36,self-employed,married,tertiary,no,12205,no,no,cellular,19,dec,149,2,-1,2,unknown,no
33,blue-collar,divorced,tertiary,no,4338,no,no,unknown,28,dec,194,4,-1,1,unknown,no
46,blue-collar,married,secondary,no,1520,yes,yes,cellular,22,apr,670,1,-1,1,unknown,no
24,services,divorced,primary,no,-4049,no,no,cellular,30,aug,0,1,-1,0,other,no
50,unknown,married,secondary,no,1351,no,no,unknown,18,nov,182,1,-1,0,unknown,no
36,blue-collar,divorced,tertiary,no,-366,no,no,telephone,26,oct,355,1,661,1,unknown,yes
51,blue-collar,married,secondary,no,3456,no,yes,cellular,12,feb,520,1,-1,1,unknown,no
55,management,married,secondary,no,154,no,yes,cellular,29,mar,439,5,192,0,unknown,no
48,admin.,single,secondary,no,-119,no,no,unknown,1,jul,227,7,-1,1,unknown,no
32,blue-collar,single,secondary,no,162,no,no,cellular,25,apr,602,1,-1,0,unknown,no
27,unknown,married,unknown,no,2379,yes,no,cellular,25,apr,209,1,-1,1,unknown,no
25,technician,single,secondary,no,2491,no,no,cellular,8,sep,223,7,40,0,unknown,no
53,services,divorced,unknown,no,4057,yes,no,unknown,2,dec,67,1,-1,1,unknown,no
39,admin.,single,secondary,no,3418,yes,no,unknown,1,feb,936,1,-1,0,unknown,no
34,blue-collar,married,primary,no,100,no,no,cellular,25,nov,6,2,-1,0,unknown,no
39,retired,divorced,secondary,no,1427,yes,no,cellular,3,jun,141,3,238,2,unknown,no
52,student,married,secondary,no,1525,no,no,cellular,20,aug,40,1,-1,1,unknown,no
49,services,married,tertiary,no,-1532,yes,yes,cellular,8,aug,49,4,-1,1,unknown,no
45,blue-collar,married,unknown,no,3220,yes,no,cellular,7,mar,293,2,-1,0,failure,no
48,management,married,secondary,no,459,no,no,cellular,28,oct,108,4,-1,0,unknown,no
42,blue-collar,single,tertiary,no,297,no,no,telephone,15,feb,125,3,350,1,unknown,no
44,unknown,married,tertiary,no,295,no,no,unknown,22,nov,292,1,-1,0,unknown,no
43,retired,married,primary,no,-496,yes,no,cellular,13,feb,34,3,119,1,unknown,no
40,management,married,tertiary,no,4102,yes,no,unknown,4,feb,492,2,-1,0,unknown,no
49,unemployed,married,secondary,no,1112,no,no,cellular,23,may,302,6,-1,1,unknown,no
44,unemployed,married,secondary,no,-470,no,yes,cellular,11,aug,336,3,-1,2,unknown,no
31,management,single,secondary,no,5737,no,no,cellular,31,nov,173,3,-1,0,unknown,no
46,services,divorced,tertiary,no,1900,no,no,unknown,11,may,6,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1630,no,no,unknown,24,apr,79,9,-1,0,unknown,no
47,blue-collar,married,secondary,no,-995,no,no,unknown,8,may,43,2,-1,0,unknown,no
39,retired,divorced,tertiary,no,1040,yes,no,cellular,5,dec,16,2,-1,0,unknown,no
49,technician,divorced,tertiary,no,3934,yes,no,cellular,3,may,302,7,-1,3,unknown,no
40,self-employed,divorced,secondary,no,2273,yes,no,cellular,25,nov,236,1,-1,0,unknown,no
48,management,single,secondary,no,1072,no,no,cellular,26,nov,56,2,-1,0,unknown,yes
35,services,divorced,secondary,no,3702,yes,no,cellular,22,mar,632,1,-1,0,failure,no
36,technician,married,secondary,no,953,no,yes,cellular,1,sep,67,5,-1,1,other,no
47,technician,divorced,secondary,no,1827,yes,no,cellular,16,apr,7,8,-1,0,unknown,no
37,housemaid,married,primary,no,383,yes,no,unknown,5,jan,352,2,-1,0,unknown,no
65,unknown,divorced,tertiary,no,-5060,no,yes,unknown,19,jun,177,1,-1,0,unknown,no
47,admin.,married,secondary,no,438,yes,no,telephone,13,jun,7,2,493,1,unknown,no
41,management,married,secondary,no,7536,yes,yes,unknown,28,aug,91,3,-1,0,unknown,no
50,unemployed,married,secondary,no,1642,no,no,unknown,3,dec,807,2,861,0,unknown,no
35,services,single,tertiary,no,22,yes,no,cellular,3,dec,468,3,-1,0,unknown,no
51,services,married,secondary,yes,1147,no,no,cellular,20,oct,113,1,-1,1,unknown,no
50,blue-collar,married,tertiary,no,-630,yes,no,cellular,25,jan,4,1,-1,0,failure,no
54,self-employed,married,tertiary,no,696,yes,no,unknown,28,jul,638,9,693,0,success,no
36,unknown,married,tertiary,no,621,yes,no,cellular,25,aug,149,1,-1,1,unknown,no
27,blue-collar,married,secondary,no,-419,yes,no,cellular,12,apr,286,8,-1,0,unknown,no
34,blue-collar,married,secondary,no,789,yes,no,cellular,4,jun,248,1,-1,0,unknown,no
37,management,married,primary,no,1113,no,no,cellular,13,feb,246,1,637,0,unknown,no
59,entrepreneur,married,tertiary,no,358,no,yes,cellular,28,apr,301,1,-1,0,unknown,no
65,services,single,tertiary,no,3249,yes,no,unknown,27,mar,49,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1521,yes,no,unknown,29,dec,11,1,215,1,unknown,no
41,management,married,unknown,no,2016,no,yes,cellular,23,jan,126,1,-1,0,unknown,no
37,management,married,primary,no,4454,yes,no,cellular,29,nov,137,3,-1,1,failure,no
50,services,divorced,secondary,no,-546,no,no,cellular,17,oct,36,3,-1,0,failure,no
65,blue-collar,single,tertiary,no,1097,no,no,cellular,2,apr,374,2,-1,0,failure,yes
60,retired,married,secondary,no,2152,yes,no,cellular,20,aug,116,4,-1,1,unknown,no
53,technician,single,unknown,no,-546,no,yes,cellular,21,jan,307,2,-1,1,failure,no
53,services,married,tertiary,no,140,no,no,cellular,27,oct,33,11,-1,3,unknown,no
50,technician,single,secondary,no,63,yes,no,cellular,19,sep,225,2,722,4,unknown,no
40,unknown,married,secondary,no,-892,yes,no,cellular,17,jul,88,2,595,0,unknown,no
32,technician,divorced,unknown,no,680,no,no,cellular,19,jan,1082,4,-1,0,unknown,no
40,unknown,married,tertiary,no,-1261,no,no,unknown,10,mar,237,2,-1,0,unknown,no
45,admin.,married,secondary,no,1646,yes,no,unknown,20,feb,118,7,-1,0,unknown,no
25,services,married,secondary,no,2434,yes,yes,telephone,1,jul,149,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,191,yes,no,unknown,4,oct,117,1,-1,1,unknown,no
31,technician,married,secondary,no,-961,no,no,cellular,6,oct,17,4,-1,1,unknown,no
52,technician,married,secondary,no,1310,no,no,cellular,13,jun,681,2,322,0,unknown,no
34,admin.,single,secondary,no,-631,no,no,unknown,9,oct,168,2,-1,0,failure,no
44,self-employed,married,secondary,no,-1447,no,no,cellular,15,jun,1199,3,-1,1,unknown,yes
33,technician,married,primary,no,4022,yes,yes,cellular,15,oct,4,1,585,4,failure,no
58,self-employed,married,secondary,no,1549,yes,no,cellular,3,nov,85,4,-1,1,unknown,no
22,management,married,secondary,no,-2377,yes,no,telephone,8,jul,921,4,-1,0,unknown,no
46,admin.,married,unknown,no,900,no,yes,unknown,4,jul,83,1,-1,0,unknown,no
26,technician,single,primary,no,1116,yes,yes,cellular,8,oct,157,2,-1,0,unknown,no
35,admin.,married,primary,no,3201,no,no,cellular,12,dec,523,6,465,0,unknown,no
43,self-employed,single,secondary,no,2509,yes,no,cellular,18,jul,75,1,471,0,other,no
43,unemployed,married,secondary,no,331,yes,no,cellular,25,jun,147,1,-1,0,unknown,no
43,management,single,secondary,no,4686,no,no,cellular,8,jul,486,4,-1,1,unknown,no
42,technician,divorced,tertiary,no,652,no,no,cellular,14,may,196,1,-1,1,unknown,no
33,technician,married,secondary,no,666,yes,no,telephone,23,jan,52,3,-1,2,unknown,yes
39,admin.,single,tertiary,no,1356,no,no,cellular,4,jun,25,1,-1,0,unknown,no
41,unemployed,married,secondary,no,45,yes,no,unknown,2,apr,103,3,-1,2,unknown,no
43,blue-collar,married,tertiary,no,2941,yes,no,cellular,5,jan,86,1,808,0,unknown,no
40,blue-collar,married,secondary,no,-5239,no,no,unknown,27,jan,37,2,-1,1,unknown,no
49,technician,divorced,tertiary,no,2193,yes,no,cellular,5,sep,10,2,-1,0,unknown,no
42,services,divorced,primary,no,659,yes,no,cellular,28,nov,269,1,-1,0,unknown,no
43,housemaid,divorced,tertiary,no,-742,no,no,unknown,3,feb,230,3,-1,0,unknown,no
36,admin.,married,primary,no,1609,yes,no,cellular,25,mar,142,4,-1,0,unknown,no
29,management,single,primary,no,-63,no,no,cellular,15,aug,171,2,-1,0,failure,no
42,unknown,single,secondary,no,181,no,no,cellular,16,feb,188,1,-1,1,unknown,no
54,admin.,married,secondary,no,1803,yes,yes,unknown,8,apr,371,1,-1,0,unknown,no
45,technician,married,secondary,no,1162,yes,no,unknown,29,feb,203,4,135,0,unknown,no
32,blue-collar,married,secondary,no,-92,no,no,cellular,1,apr,282,1,691,0,other,no
49,services,married,secondary,no,815,yes,no,cellular,15,mar,221,4,-1,0,unknown,no
37,services,married,primary,no,-603,yes,no,cellular,6,jul,243,1,-1,0,failure,no
48,blue-collar,single,secondary,no,-2432,no,no,unknown,21,aug,119,6,-1,0,unknown,no
36,admin.,divorced,secondary,no,184,no,no,cellular,8,mar,223,2,-1,1,unknown,no
44,blue-collar,married,unknown,no,102,yes,no,cellular,22,jul,444,4,-1,0,unknown,no
35,retired,married,tertiary,no,75,yes,no,cellular,21,mar,513,2,-1,0,unknown,yes
35,unknown,single,primary,no,646,no,no,cellular,19,sep,26,2,-1,0,unknown,no
23,unknown,married,primary,no,-3871,yes,yes,unknown,20,sep,161,1,468,0,unknown,no
46,admin.,single,primary,no,331,yes,no,unknown,18,oct,118,3,-1,1,unknown,no
45,technician,single,secondary,no,612,yes,no,cellular,2,jul,308,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,-1064,no,no,unknown,20,feb,36,10,-1,1,unknown,yes
44,unemployed,married,secondary,no,428,no,no,unknown,17,aug,505,3,-1,0,unknown,yes
32,technician,married,secondary,no,-3320,yes,no,cellular,11,mar,37,1,-1,1,unknown,no
51,unknown,divorced,secondary,yes,285,yes,no,cellular,5,sep,190,3,-1,0,other,yes
51,management,married,secondary,no,-1101,yes,yes,cellular,21,sep,612,2,-1,0,unknown,no
32,technician,married,tertiary,no,898,yes,no,cellular,17,mar,80,2,-1,0,other,no
46,technician,married,secondary,no,14,yes,no,unknown,6,oct,25,5,-1,0,other,no
50,management,married,secondary,no,1035,no,no,cellular,19,sep,156,1,-1,0,unknown,no
35,unknown,married,tertiary,no,7782,yes,yes,cellular,17,oct,95,2,-1,0,unknown,no
37,blue-collar,married,primary,no,5089,no,no,cellular,8,sep,12,2,-1,0,unknown,no
46,unknown,single,secondary,no,2489,yes,no,cellular,16,jul,295,1,-1,0,unknown,no
24,technician,married,primary,no,152,yes,no,unknown,25,jan,80,6,356,0,unknown,no
29,self-employed,single,secondary,no,4211,yes,no,cellular,29,aug,7,3,739,0,unknown,no
30,admin.,married,primary,no,4225,yes,no,cellular,13,dec,175,1,-1,0,unknown,no
21,blue-collar,married,tertiary,no,933,yes,no,cellular,11,aug,160,1,-1,3,unknown,no
52,technician,married,unknown,no,1220,yes,no,unknown,30,aug,1187,1,-1,1,success,no
19,student,married,tertiary,no,3,yes,no,unknown,10,mar,402,5,-1,1,unknown,no
44,unknown,married,tertiary,no,1458,no,no,cellular,3,dec,420,4,-1,0,unknown,no
49,management,married,secondary,no,1246,no,no,telephone,18,jun,603,5,771,1,unknown,no
37,technician,married,secondary,no,113,no,no,cellular,12,jun,320,7,-1,0,unknown,no
33,technician,single,tertiary,no,-1465,yes,no,cellular,17,oct,228,2,-1,0,unknown,no
43,unknown,married,primary,yes,2458,yes,no,unknown,31,apr,68,1,-1,0,unknown,no
41,blue-collar,married,tertiary,yes,2262,yes,yes,cellular,20,jun,381,1,-1,0,unknown,no
52,management,married,tertiary,no,525,yes,no,cellular,17,feb,260,4,-1,0,unknown,no
18,admin.,married,primary,no,90,no,no,unknown,18,nov,130,1,-1,1,unknown,no
30,self-employed,married,primary,no,143,no,no,cellular,4,aug,97,1,-1,0,unknown,no
47,technician,married,tertiary,no,-114,yes,no,unknown,21,sep,35,8,-1,0,success,no
41,blue-collar,divorced,secondary,no,4593,no,no,cellular,31,nov,114,1,-1,0,success,yes
49,blue-collar,married,tertiary,no,-1064,no,no,cellular,4,dec,80,1,-1,1,failure,no
43,services,married,secondary,no,318,no,yes,cellular,4,apr,311,3,-1,0,unknown,no
39,management,married,tertiary,no,1439,yes,no,cellular,1,jan,152,8,609,0,failure,yes
37,management,single,unknown,no,223,no,no,cellular,23,aug,99,3,-1,0,unknown,no
66,management,married,secondary,no,68,no,no,unknown,29,jan,291,1,-1,1,failure,no
57,management,married,tertiary,no,-705,no,no,cellular,16,jan,20,5,-1,1,unknown,no
46,blue-collar,married,tertiary,no,3041,yes,no,cellular,28,mar,189,2,-1,0,unknown,no
